age,salary,hours_per_week,years_at_company,department,education,attrition,period
47,100544,46,8,Engineering,Bachelor,1,Jan-2023 (Baseline)
58,87141,49,12,Engineering,PhD,0,Jan-2023 (Baseline)
26,69454,40,17,HR,Associate,0,Jan-2023 (Baseline)
33,107487,41,1,Engineering,Bachelor,0,Jan-2023 (Baseline)
41,72863,44,5,Marketing,Associate,0,Jan-2023 (Baseline)
57,115494,40,10,Engineering,Associate,0,Jan-2023 (Baseline)
48,119523,52,15,Engineering,Master,0,Jan-2023 (Baseline)
51,83011,37,12,Marketing,PhD,0,Jan-2023 (Baseline)
44,90713,54,7,Engineering,Master,1,Jan-2023 (Baseline)
37,53009,43,12,Marketing,Bachelor,0,Jan-2023 (Baseline)
29,103317,47,19,HR,PhD,0,Jan-2023 (Baseline)
54,90443,38,9,Engineering,Bachelor,0,Jan-2023 (Baseline)
52,111229,43,17,HR,Associate,0,Jan-2023 (Baseline)
22,54030,52,15,HR,Associate,0,Jan-2023 (Baseline)
49,100883,41,6,Marketing,Associate,0,Jan-2023 (Baseline)
25,72324,38,4,Marketing,PhD,0,Jan-2023 (Baseline)
50,46666,47,15,HR,PhD,1,Jan-2023 (Baseline)
53,45407,38,4,HR,Associate,0,Jan-2023 (Baseline)
26,80595,42,6,Sales,Bachelor,0,Jan-2023 (Baseline)
38,58750,45,4,HR,Bachelor,0,Jan-2023 (Baseline)
26,39170,47,12,Marketing,PhD,0,Jan-2023 (Baseline)
43,68443,49,5,HR,Master,0,Jan-2023 (Baseline)
57,88762,50,13,HR,Master,0,Jan-2023 (Baseline)
25,58705,54,18,Sales,Bachelor,0,Jan-2023 (Baseline)
37,115981,36,16,Marketing,PhD,0,Jan-2023 (Baseline)
58,100159,43,18,Marketing,Master,0,Jan-2023 (Baseline)
33,76145,35,0,Engineering,Bachelor,0,Jan-2023 (Baseline)
27,114118,35,9,Engineering,Bachelor,0,Jan-2023 (Baseline)
40,68967,39,4,HR,Master,0,Jan-2023 (Baseline)
41,42570,48,18,Sales,Associate,0,Jan-2023 (Baseline)
47,33225,55,14,HR,Master,0,Jan-2023 (Baseline)
33,114422,52,6,Engineering,PhD,0,Jan-2023 (Baseline)
58,116379,49,11,Sales,Associate,0,Jan-2023 (Baseline)
41,96532,52,12,HR,Master,0,Jan-2023 (Baseline)
32,39270,38,9,HR,Associate,0,Jan-2023 (Baseline)
58,56428,54,9,HR,PhD,1,Jan-2023 (Baseline)
57,33697,55,1,HR,PhD,1,Jan-2023 (Baseline)
40,34612,37,9,HR,Bachelor,0,Jan-2023 (Baseline)
22,52145,45,6,Marketing,Bachelor,0,Jan-2023 (Baseline)
44,81492,54,16,HR,Associate,0,Jan-2023 (Baseline)
43,35897,45,17,HR,Associate,1,Jan-2023 (Baseline)
27,118614,54,15,HR,Associate,1,Jan-2023 (Baseline)
46,70960,56,0,Engineering,Associate,1,Jan-2023 (Baseline)
53,53746,45,16,Sales,Bachelor,0,Jan-2023 (Baseline)
26,76447,36,7,HR,Associate,0,Jan-2023 (Baseline)
49,101113,42,8,Marketing,Master,0,Jan-2023 (Baseline)
27,58131,39,18,HR,Associate,0,Jan-2023 (Baseline)
50,34276,45,17,Engineering,Bachelor,0,Jan-2023 (Baseline)
37,34586,48,1,HR,Master,1,Jan-2023 (Baseline)
22,106678,45,7,Engineering,Associate,0,Jan-2023 (Baseline)
58,40044,39,14,HR,Associate,1,Jan-2023 (Baseline)
28,87200,41,10,Marketing,PhD,0,Jan-2023 (Baseline)
44,64605,50,5,HR,Master,1,Jan-2023 (Baseline)
28,99976,35,10,HR,Master,0,Jan-2023 (Baseline)
57,35447,39,17,Sales,Associate,0,Jan-2023 (Baseline)
50,110801,55,4,Sales,Master,0,Jan-2023 (Baseline)
52,92837,37,14,Marketing,Master,0,Jan-2023 (Baseline)
38,70434,44,14,HR,PhD,0,Jan-2023 (Baseline)
39,48631,39,17,HR,Master,0,Jan-2023 (Baseline)
46,117942,37,5,Sales,PhD,0,Jan-2023 (Baseline)
51,57186,44,4,Engineering,Master,0,Jan-2023 (Baseline)
54,74146,46,10,Engineering,Associate,0,Jan-2023 (Baseline)
22,65471,39,10,Engineering,Associate,0,Jan-2023 (Baseline)
47,50749,36,8,Sales,Associate,0,Jan-2023 (Baseline)
26,67494,38,15,Marketing,PhD,0,Jan-2023 (Baseline)
32,43633,49,15,HR,Master,0,Jan-2023 (Baseline)
53,30149,54,4,Engineering,PhD,1,Jan-2023 (Baseline)
31,56099,39,15,Engineering,Associate,0,Jan-2023 (Baseline)
52,40086,42,4,Sales,PhD,0,Jan-2023 (Baseline)
39,67330,42,8,Marketing,PhD,0,Jan-2023 (Baseline)
30,107648,43,0,Sales,PhD,0,Jan-2023 (Baseline)
34,44631,40,6,Marketing,PhD,1,Jan-2023 (Baseline)
42,30110,36,19,Marketing,PhD,0,Jan-2023 (Baseline)
51,39998,47,8,Engineering,Bachelor,0,Jan-2023 (Baseline)
45,75735,43,14,HR,Master,0,Jan-2023 (Baseline)
57,54735,42,2,Marketing,PhD,0,Jan-2023 (Baseline)
54,74055,41,12,Sales,Bachelor,0,Jan-2023 (Baseline)
50,32632,56,7,Engineering,Associate,1,Jan-2023 (Baseline)
44,59978,49,14,Marketing,PhD,0,Jan-2023 (Baseline)
33,66912,44,18,Marketing,Bachelor,0,Jan-2023 (Baseline)
37,68819,39,10,HR,Associate,0,Jan-2023 (Baseline)
26,79604,53,2,HR,PhD,1,Jan-2023 (Baseline)
36,100252,55,9,Engineering,Associate,0,Jan-2023 (Baseline)
57,72050,35,2,Marketing,Master,0,Jan-2023 (Baseline)
38,105708,56,8,Sales,Associate,1,Jan-2023 (Baseline)
26,77676,51,1,Engineering,Master,0,Jan-2023 (Baseline)
46,53431,37,12,HR,PhD,0,Jan-2023 (Baseline)
58,50611,52,6,Marketing,Bachelor,0,Jan-2023 (Baseline)
54,59024,37,4,Marketing,PhD,0,Jan-2023 (Baseline)
32,83771,36,0,Sales,PhD,0,Jan-2023 (Baseline)
39,51823,37,17,Engineering,PhD,0,Jan-2023 (Baseline)
42,112275,45,16,Marketing,Master,0,Jan-2023 (Baseline)
31,73187,49,16,Marketing,Associate,0,Jan-2023 (Baseline)
32,107694,44,1,HR,PhD,0,Jan-2023 (Baseline)
30,91493,37,6,HR,Master,0,Jan-2023 (Baseline)
59,60001,39,19,Sales,Associate,0,Jan-2023 (Baseline)
50,50542,54,11,Sales,PhD,1,Jan-2023 (Baseline)
53,96954,57,2,Engineering,Associate,0,Jan-2023 (Baseline)
53,59766,52,2,Engineering,Associate,0,Jan-2023 (Baseline)
58,52218,37,5,Engineering,Associate,0,Jan-2023 (Baseline)
26,113734,53,19,Marketing,Associate,0,Jan-2023 (Baseline)
55,73436,50,3,Engineering,PhD,0,Jan-2023 (Baseline)
24,34371,47,18,Engineering,Bachelor,1,Jan-2023 (Baseline)
40,74529,38,13,HR,PhD,0,Jan-2023 (Baseline)
44,71469,57,18,Engineering,Associate,0,Jan-2023 (Baseline)
35,107757,45,16,Engineering,PhD,0,Jan-2023 (Baseline)
27,94040,36,6,HR,Associate,0,Jan-2023 (Baseline)
29,47222,39,16,Sales,Bachelor,0,Jan-2023 (Baseline)
53,43540,44,3,HR,Master,0,Jan-2023 (Baseline)
34,84323,36,5,Marketing,PhD,0,Jan-2023 (Baseline)
33,34263,42,4,Engineering,Master,1,Jan-2023 (Baseline)
57,58711,45,2,Marketing,Bachelor,1,Jan-2023 (Baseline)
27,42438,56,1,Marketing,Bachelor,1,Jan-2023 (Baseline)
56,31850,36,3,Marketing,Associate,0,Jan-2023 (Baseline)
56,112694,48,2,HR,Master,0,Jan-2023 (Baseline)
44,38083,56,7,HR,Bachelor,1,Jan-2023 (Baseline)
28,30833,53,1,HR,Bachelor,0,Jan-2023 (Baseline)
27,113960,56,1,HR,Master,0,Jan-2023 (Baseline)
32,46948,38,19,Engineering,Bachelor,0,Jan-2023 (Baseline)
43,103490,53,1,Marketing,PhD,0,Jan-2023 (Baseline)
27,32815,57,1,HR,Associate,0,Jan-2023 (Baseline)
39,43820,42,0,Marketing,Bachelor,1,Jan-2023 (Baseline)
26,39956,46,2,Sales,PhD,1,Jan-2023 (Baseline)
42,93563,47,10,Engineering,Bachelor,0,Jan-2023 (Baseline)
22,85813,46,16,HR,Master,0,Jan-2023 (Baseline)
48,72795,41,14,HR,Associate,0,Jan-2023 (Baseline)
24,51747,57,11,Sales,PhD,0,Jan-2023 (Baseline)
29,37997,56,1,Sales,Associate,1,Jan-2023 (Baseline)
28,81229,43,15,Engineering,Bachelor,0,Jan-2023 (Baseline)
53,50764,53,0,HR,Master,1,Jan-2023 (Baseline)
24,83117,44,12,Sales,Master,0,Jan-2023 (Baseline)
38,91872,53,8,Marketing,Master,0,Jan-2023 (Baseline)
44,106449,48,17,Engineering,Associate,1,Jan-2023 (Baseline)
41,74458,45,6,Sales,Bachelor,0,Jan-2023 (Baseline)
47,30426,37,12,Sales,Associate,1,Jan-2023 (Baseline)
52,55260,50,8,HR,Associate,0,Jan-2023 (Baseline)
36,106803,42,10,Sales,PhD,0,Jan-2023 (Baseline)
53,77992,39,18,HR,Master,0,Jan-2023 (Baseline)
34,85720,39,14,Marketing,PhD,0,Jan-2023 (Baseline)
59,71204,57,8,Sales,Master,1,Jan-2023 (Baseline)
41,44646,37,8,HR,Associate,1,Jan-2023 (Baseline)
49,110703,53,14,Engineering,Master,1,Jan-2023 (Baseline)
55,99564,54,6,Sales,Associate,0,Jan-2023 (Baseline)
52,119566,35,3,Sales,PhD,0,Jan-2023 (Baseline)
54,106994,48,9,Engineering,PhD,0,Jan-2023 (Baseline)
42,56201,48,1,HR,PhD,0,Jan-2023 (Baseline)
23,52883,43,3,HR,PhD,0,Jan-2023 (Baseline)
40,52362,50,8,HR,Associate,0,Jan-2023 (Baseline)
28,112691,44,15,HR,Bachelor,0,Jan-2023 (Baseline)
55,80124,45,15,HR,Associate,0,Jan-2023 (Baseline)
30,70901,44,5,Sales,Associate,0,Jan-2023 (Baseline)
30,117143,53,8,Engineering,Associate,0,Jan-2023 (Baseline)
31,84308,49,3,Engineering,Master,1,Jan-2023 (Baseline)
46,111848,43,15,HR,Associate,0,Jan-2023 (Baseline)
43,118618,56,4,Marketing,Master,0,Jan-2023 (Baseline)
58,37150,53,15,Engineering,Associate,1,Jan-2023 (Baseline)
37,62538,56,16,HR,Bachelor,0,Jan-2023 (Baseline)
32,96072,51,13,Marketing,Master,0,Jan-2023 (Baseline)
23,103184,44,6,Marketing,Master,0,Jan-2023 (Baseline)
22,43363,52,19,HR,Master,1,Jan-2023 (Baseline)
36,58655,42,13,HR,Master,0,Jan-2023 (Baseline)
57,79335,41,12,HR,Associate,0,Jan-2023 (Baseline)
41,101929,45,17,Marketing,Master,0,Jan-2023 (Baseline)
55,40167,57,17,Engineering,PhD,1,Jan-2023 (Baseline)
25,84066,48,1,Marketing,Bachelor,0,Jan-2023 (Baseline)
25,56679,43,17,Engineering,Associate,0,Jan-2023 (Baseline)
53,49472,45,15,Marketing,Associate,0,Jan-2023 (Baseline)
26,76385,41,4,Engineering,Master,0,Jan-2023 (Baseline)
23,67262,50,6,Engineering,PhD,0,Jan-2023 (Baseline)
37,87214,43,15,Engineering,Associate,0,Jan-2023 (Baseline)
57,58587,47,4,Sales,Associate,0,Jan-2023 (Baseline)
48,104094,43,9,Sales,Master,0,Jan-2023 (Baseline)
25,37029,42,13,Engineering,Master,0,Jan-2023 (Baseline)
53,107569,57,13,Sales,Associate,1,Jan-2023 (Baseline)
54,32685,42,18,Sales,Master,0,Jan-2023 (Baseline)
52,96230,36,2,Marketing,Associate,0,Jan-2023 (Baseline)
56,61183,43,5,Marketing,Master,0,Jan-2023 (Baseline)
31,64500,47,19,HR,Associate,0,Jan-2023 (Baseline)
59,31713,37,11,Engineering,Bachelor,1,Jan-2023 (Baseline)
34,93189,42,4,Sales,Bachelor,0,Jan-2023 (Baseline)
52,44893,38,5,Marketing,Associate,0,Jan-2023 (Baseline)
44,89324,46,6,Engineering,Associate,0,Jan-2023 (Baseline)
51,95266,51,11,Sales,Associate,0,Jan-2023 (Baseline)
45,106071,57,5,Marketing,Associate,1,Jan-2023 (Baseline)
46,93728,43,12,Marketing,Master,0,Jan-2023 (Baseline)
45,57135,54,8,Sales,Master,0,Jan-2023 (Baseline)
51,96472,39,12,HR,Bachelor,0,Jan-2023 (Baseline)
50,104335,52,3,Sales,PhD,0,Jan-2023 (Baseline)
27,58543,47,12,Marketing,Bachelor,0,Jan-2023 (Baseline)
53,41175,52,18,Engineering,Associate,0,Jan-2023 (Baseline)
42,110101,52,2,Engineering,Bachelor,0,Jan-2023 (Baseline)
34,43314,47,6,HR,Bachelor,1,Jan-2023 (Baseline)
41,83444,40,13,Engineering,Bachelor,0,Jan-2023 (Baseline)
58,51265,47,12,HR,Bachelor,0,Jan-2023 (Baseline)
54,41342,54,13,Sales,Bachelor,1,Jan-2023 (Baseline)
53,99877,57,11,Marketing,PhD,0,Jan-2023 (Baseline)
39,42934,56,13,Marketing,Master,1,Jan-2023 (Baseline)
51,90320,39,12,Sales,PhD,0,Jan-2023 (Baseline)
36,92378,48,1,Marketing,Associate,0,Jan-2023 (Baseline)
48,35420,37,15,Sales,PhD,0,Jan-2023 (Baseline)
46,45564,50,8,Sales,PhD,1,Jan-2023 (Baseline)
31,101492,57,1,Engineering,Master,0,Jan-2023 (Baseline)
32,75656,36,8,Marketing,Bachelor,0,Jan-2023 (Baseline)
24,40921,50,8,Marketing,Master,0,Jan-2023 (Baseline)
27,119259,56,1,Marketing,Associate,0,Jan-2023 (Baseline)
38,53848,54,19,Marketing,PhD,0,Jan-2023 (Baseline)
40,30360,44,4,Marketing,Master,1,Jan-2023 (Baseline)
28,113174,37,6,Engineering,Master,0,Jan-2023 (Baseline)
37,31492,56,8,Marketing,Associate,1,Jan-2023 (Baseline)
44,79802,56,16,HR,PhD,0,Jan-2023 (Baseline)
30,119377,48,14,Sales,PhD,0,Jan-2023 (Baseline)
34,82002,57,15,HR,Associate,0,Jan-2023 (Baseline)
35,82617,35,4,Sales,PhD,1,Jan-2023 (Baseline)
41,64935,49,16,Sales,PhD,0,Jan-2023 (Baseline)
35,41421,35,16,Engineering,Bachelor,0,Jan-2023 (Baseline)
50,81542,56,9,Engineering,Bachelor,1,Jan-2023 (Baseline)
34,110757,50,10,Sales,Associate,0,Jan-2023 (Baseline)
38,38199,56,0,Marketing,PhD,1,Jan-2023 (Baseline)
36,109234,47,15,HR,Master,0,Jan-2023 (Baseline)
28,67354,36,19,HR,PhD,0,Jan-2023 (Baseline)
48,78258,35,9,Sales,Bachelor,0,Jan-2023 (Baseline)
30,44886,42,10,Sales,Associate,1,Jan-2023 (Baseline)
33,85961,52,9,Engineering,Bachelor,0,Jan-2023 (Baseline)
52,46411,38,1,Marketing,Associate,1,Jan-2023 (Baseline)
58,54586,54,12,Engineering,PhD,0,Jan-2023 (Baseline)
47,94945,40,14,HR,Master,0,Jan-2023 (Baseline)
56,34546,46,18,Marketing,Bachelor,0,Jan-2023 (Baseline)
54,70246,39,18,HR,Associate,0,Jan-2023 (Baseline)
40,83511,45,9,Marketing,Bachelor,0,Jan-2023 (Baseline)
51,41882,45,19,Sales,Bachelor,0,Jan-2023 (Baseline)
34,56527,35,10,Marketing,Associate,0,Jan-2023 (Baseline)
39,60915,48,12,HR,Master,0,Jan-2023 (Baseline)
42,89725,53,12,Marketing,Master,0,Jan-2023 (Baseline)
58,117903,56,19,HR,Bachelor,0,Jan-2023 (Baseline)
54,105262,42,14,Marketing,Associate,0,Jan-2023 (Baseline)
40,47078,55,2,Marketing,Master,1,Jan-2023 (Baseline)
46,31634,55,1,Sales,Bachelor,0,Jan-2023 (Baseline)
29,34672,57,8,Marketing,Master,1,Jan-2023 (Baseline)
52,83614,43,10,HR,Bachelor,0,Jan-2023 (Baseline)
43,44063,54,13,Sales,Master,1,Jan-2023 (Baseline)
42,50815,47,9,Marketing,Bachelor,0,Jan-2023 (Baseline)
51,106265,36,10,Sales,Bachelor,0,Jan-2023 (Baseline)
46,108649,41,18,HR,Master,0,Jan-2023 (Baseline)
24,105512,50,6,Engineering,Associate,0,Jan-2023 (Baseline)
32,52829,38,9,Engineering,Bachelor,0,Jan-2023 (Baseline)
28,85771,44,11,Marketing,Bachelor,0,Jan-2023 (Baseline)
49,84969,52,9,Sales,Associate,0,Jan-2023 (Baseline)
23,46672,38,19,Sales,Associate,0,Jan-2023 (Baseline)
29,79818,46,19,Engineering,PhD,0,Jan-2023 (Baseline)
44,77273,39,10,Sales,Bachelor,0,Jan-2023 (Baseline)
48,65654,47,9,Marketing,Master,0,Jan-2023 (Baseline)
41,97649,40,11,Marketing,Bachelor,0,Jan-2023 (Baseline)
54,90985,57,3,Engineering,Bachelor,0,Jan-2023 (Baseline)
56,77938,36,8,HR,Master,0,Jan-2023 (Baseline)
27,95319,57,4,Sales,PhD,1,Jan-2023 (Baseline)
58,98679,53,2,HR,Master,0,Jan-2023 (Baseline)
45,81024,54,1,Sales,PhD,1,Jan-2023 (Baseline)
46,54090,54,11,Sales,Master,0,Jan-2023 (Baseline)
25,98258,39,0,Sales,Master,0,Jan-2023 (Baseline)
45,94585,56,12,HR,Associate,1,Jan-2023 (Baseline)
49,118507,48,8,HR,Associate,0,Jan-2023 (Baseline)
44,43480,57,7,Sales,Master,1,Jan-2023 (Baseline)
25,67734,55,15,Marketing,PhD,1,Jan-2023 (Baseline)
41,113180,48,10,HR,Master,0,Jan-2023 (Baseline)
57,76312,43,14,Sales,Bachelor,0,Jan-2023 (Baseline)
49,114836,37,14,Marketing,PhD,0,Jan-2023 (Baseline)
27,31122,37,0,Marketing,Bachelor,0,Jan-2023 (Baseline)
58,33165,43,4,Engineering,Master,1,Jan-2023 (Baseline)
58,101642,53,11,HR,Master,1,Jan-2023 (Baseline)
28,62258,46,19,Sales,Bachelor,0,Jan-2023 (Baseline)
52,76820,46,3,HR,Bachelor,0,Jan-2023 (Baseline)
37,68520,40,2,Engineering,Master,0,Jan-2023 (Baseline)
44,66716,47,18,HR,Associate,0,Jan-2023 (Baseline)
38,114552,49,19,Sales,PhD,1,Jan-2023 (Baseline)
51,38466,57,3,HR,Master,1,Jan-2023 (Baseline)
59,99499,51,8,Marketing,Bachelor,0,Jan-2023 (Baseline)
52,110069,48,12,Sales,PhD,0,Jan-2023 (Baseline)
57,89167,55,3,Marketing,Bachelor,0,Jan-2023 (Baseline)
57,65550,44,6,Marketing,PhD,0,Jan-2023 (Baseline)
25,44401,56,7,Marketing,Associate,0,Jan-2023 (Baseline)
31,91432,43,12,Engineering,Master,0,Jan-2023 (Baseline)
49,72191,37,6,Marketing,Master,0,Jan-2023 (Baseline)
44,43443,44,8,Engineering,Bachelor,1,Jan-2023 (Baseline)
23,62368,37,5,Sales,Bachelor,0,Jan-2023 (Baseline)
25,116539,37,15,Marketing,Master,0,Jan-2023 (Baseline)
41,53884,55,3,HR,Associate,0,Jan-2023 (Baseline)
45,46059,53,4,HR,Bachelor,1,Jan-2023 (Baseline)
28,91377,40,4,Sales,PhD,0,Jan-2023 (Baseline)
28,47958,54,18,Marketing,PhD,0,Jan-2023 (Baseline)
26,112791,36,18,HR,Bachelor,0,Jan-2023 (Baseline)
43,107308,41,10,Sales,Bachelor,0,Jan-2023 (Baseline)
22,118517,51,3,Marketing,Master,1,Jan-2023 (Baseline)
43,112132,41,15,Engineering,PhD,0,Jan-2023 (Baseline)
40,51938,51,9,Engineering,Master,0,Jan-2023 (Baseline)
39,49093,55,16,HR,PhD,0,Jan-2023 (Baseline)
47,60837,36,7,Marketing,Associate,0,Jan-2023 (Baseline)
41,72282,35,19,Engineering,Associate,0,Jan-2023 (Baseline)
49,109199,56,16,Engineering,Associate,0,Jan-2023 (Baseline)
51,96014,46,4,Engineering,Associate,0,Jan-2023 (Baseline)
56,87999,46,14,Marketing,Associate,0,Jan-2023 (Baseline)
52,109052,45,5,Engineering,Associate,0,Jan-2023 (Baseline)
41,88129,44,6,HR,PhD,0,Jan-2023 (Baseline)
40,64114,50,5,Marketing,Associate,0,Jan-2023 (Baseline)
30,67170,48,13,Engineering,Associate,0,Jan-2023 (Baseline)
44,76531,38,5,HR,Master,1,Jan-2023 (Baseline)
27,37989,49,12,HR,PhD,1,Jan-2023 (Baseline)
57,96754,50,11,Marketing,PhD,0,Jan-2023 (Baseline)
54,88749,37,15,Sales,Associate,0,Jan-2023 (Baseline)
26,95802,43,19,Sales,Master,0,Jan-2023 (Baseline)
51,78054,53,0,Engineering,Associate,1,Jan-2023 (Baseline)
26,100466,49,19,HR,Associate,0,Jan-2023 (Baseline)
49,115477,38,2,Marketing,Associate,0,Jan-2023 (Baseline)
25,81294,35,10,Engineering,Bachelor,0,Jan-2023 (Baseline)
40,69994,48,6,Sales,PhD,0,Jan-2023 (Baseline)
46,39415,45,12,Marketing,Associate,0,Jan-2023 (Baseline)
49,100080,57,14,Engineering,Associate,0,Jan-2023 (Baseline)
37,111357,47,17,Sales,Associate,0,Jan-2023 (Baseline)
57,92954,56,8,HR,PhD,1,Jan-2023 (Baseline)
51,107901,39,18,Sales,PhD,0,Jan-2023 (Baseline)
29,107507,45,6,Sales,Bachelor,1,Jan-2023 (Baseline)
47,101828,38,4,Sales,Associate,0,Jan-2023 (Baseline)
49,75259,48,7,Engineering,Master,0,Jan-2023 (Baseline)
34,38987,39,10,HR,PhD,0,Jan-2023 (Baseline)
50,30292,46,13,HR,Associate,0,Jan-2023 (Baseline)
56,48395,42,16,HR,Master,0,Jan-2023 (Baseline)
53,68792,39,4,Engineering,Bachelor,0,Jan-2023 (Baseline)
50,96924,37,6,Marketing,Bachelor,0,Jan-2023 (Baseline)
46,71022,46,18,Engineering,Associate,0,Jan-2023 (Baseline)
32,32082,56,8,Marketing,PhD,1,Jan-2023 (Baseline)
52,48931,39,4,Sales,Bachelor,0,Jan-2023 (Baseline)
35,118130,44,19,Marketing,PhD,0,Jan-2023 (Baseline)
42,118922,40,8,Engineering,Master,0,Jan-2023 (Baseline)
33,63943,53,19,Engineering,Associate,0,Jan-2023 (Baseline)
33,102448,44,18,Sales,Master,0,Jan-2023 (Baseline)
27,94738,57,18,Engineering,Bachelor,0,Jan-2023 (Baseline)
58,113814,40,11,Engineering,Bachelor,0,Jan-2023 (Baseline)
27,109881,36,15,HR,PhD,1,Jan-2023 (Baseline)
25,86586,48,19,Marketing,Master,1,Jan-2023 (Baseline)
57,65516,49,5,Engineering,Associate,0,Jan-2023 (Baseline)
43,86399,57,0,Marketing,Master,1,Jan-2023 (Baseline)
38,58721,55,6,Marketing,Master,0,Jan-2023 (Baseline)
50,61328,55,12,Marketing,Master,1,Jan-2023 (Baseline)
36,84786,49,10,HR,Master,0,Jan-2023 (Baseline)
26,81425,43,1,HR,Associate,1,Jan-2023 (Baseline)
49,82289,44,11,HR,Bachelor,0,Jan-2023 (Baseline)
28,64620,38,3,HR,Associate,0,Jan-2023 (Baseline)
43,66822,44,10,Marketing,Master,0,Jan-2023 (Baseline)
58,30917,43,11,Engineering,Bachelor,0,Jan-2023 (Baseline)
57,84159,35,12,Sales,Bachelor,0,Jan-2023 (Baseline)
35,81820,39,8,Engineering,Bachelor,0,Jan-2023 (Baseline)
51,114184,47,8,Marketing,Associate,0,Jan-2023 (Baseline)
45,75385,43,13,Sales,PhD,0,Jan-2023 (Baseline)
40,72087,57,14,HR,Master,0,Jan-2023 (Baseline)
27,36091,46,16,Marketing,PhD,1,Jan-2023 (Baseline)
36,47706,57,6,Marketing,PhD,1,Jan-2023 (Baseline)
46,60423,50,8,Engineering,Associate,0,Jan-2023 (Baseline)
59,63948,35,6,Marketing,Associate,0,Jan-2023 (Baseline)
22,62641,39,10,Marketing,PhD,0,Jan-2023 (Baseline)
49,65469,51,2,Engineering,Associate,0,Jan-2023 (Baseline)
54,99202,47,8,Marketing,Associate,0,Jan-2023 (Baseline)
58,41799,41,3,Sales,Master,0,Jan-2023 (Baseline)
38,59903,47,10,HR,PhD,0,Jan-2023 (Baseline)
26,44658,55,17,HR,Bachelor,0,Jan-2023 (Baseline)
32,57701,43,19,Sales,Associate,0,Jan-2023 (Baseline)
54,91610,36,8,Engineering,Associate,0,Jan-2023 (Baseline)
55,34208,42,1,Engineering,Bachelor,0,Jan-2023 (Baseline)
46,60552,56,4,Engineering,Associate,0,Jan-2023 (Baseline)
26,32131,52,2,HR,Associate,0,Jan-2023 (Baseline)
26,115940,54,15,Sales,Bachelor,0,Jan-2023 (Baseline)
40,95453,55,19,Engineering,PhD,0,Jan-2023 (Baseline)
44,51923,37,11,HR,Associate,0,Jan-2023 (Baseline)
23,47837,41,3,HR,Associate,1,Jan-2023 (Baseline)
48,38903,36,0,HR,Bachelor,1,Jan-2023 (Baseline)
42,72559,35,19,Marketing,Master,0,Jan-2023 (Baseline)
22,97815,54,6,Sales,PhD,0,Jan-2023 (Baseline)
25,82578,56,2,Marketing,Bachelor,0,Jan-2023 (Baseline)
39,109293,38,3,Engineering,Master,0,Jan-2023 (Baseline)
49,60943,51,5,HR,Bachelor,0,Jan-2023 (Baseline)
53,55030,47,13,Marketing,Bachelor,0,Jan-2023 (Baseline)
38,73024,36,17,Marketing,PhD,0,Jan-2023 (Baseline)
33,48187,56,5,HR,PhD,1,Jan-2023 (Baseline)
58,117808,55,13,HR,PhD,0,Jan-2023 (Baseline)
39,46718,48,1,Sales,Associate,0,Jan-2023 (Baseline)
33,73098,51,0,HR,Master,0,Jan-2023 (Baseline)
38,76981,44,1,Marketing,Master,0,Jan-2023 (Baseline)
22,35134,53,18,Marketing,Bachelor,0,Jan-2023 (Baseline)
33,72157,45,11,Sales,Bachelor,0,Jan-2023 (Baseline)
41,70923,57,16,Engineering,Master,0,Jan-2023 (Baseline)
56,53349,36,0,HR,Bachelor,0,Jan-2023 (Baseline)
50,41517,38,0,Engineering,Bachelor,0,Jan-2023 (Baseline)
51,34065,57,16,Engineering,Bachelor,1,Jan-2023 (Baseline)
42,30772,41,2,Sales,PhD,0,Jan-2023 (Baseline)
26,73334,42,3,HR,PhD,1,Jan-2023 (Baseline)
36,38085,53,10,Engineering,Associate,1,Jan-2023 (Baseline)
59,116339,39,12,Engineering,Associate,0,Jan-2023 (Baseline)
23,52027,46,4,Engineering,PhD,0,Jan-2023 (Baseline)
55,88726,41,8,Marketing,Bachelor,0,Jan-2023 (Baseline)
48,90613,39,13,HR,PhD,0,Jan-2023 (Baseline)
32,74595,57,8,Engineering,Bachelor,0,Jan-2023 (Baseline)
51,109525,39,7,Engineering,Master,0,Jan-2023 (Baseline)
53,39962,37,1,HR,Master,1,Jan-2023 (Baseline)
23,51062,50,9,Sales,Master,0,Jan-2023 (Baseline)
26,52719,54,16,HR,Master,1,Jan-2023 (Baseline)
47,42187,37,12,Sales,PhD,0,Jan-2023 (Baseline)
59,56529,51,17,Marketing,Associate,0,Jan-2023 (Baseline)
22,58141,47,2,Sales,Associate,0,Jan-2023 (Baseline)
47,98832,54,0,HR,PhD,1,Jan-2023 (Baseline)
27,57146,37,10,Engineering,PhD,0,Jan-2023 (Baseline)
46,108903,57,3,Marketing,Bachelor,0,Jan-2023 (Baseline)
45,99540,49,11,Marketing,PhD,0,Jan-2023 (Baseline)
25,111147,54,18,HR,PhD,0,Jan-2023 (Baseline)
47,39470,43,6,Sales,Master,1,Jan-2023 (Baseline)
56,118611,56,10,Engineering,Master,0,Jan-2023 (Baseline)
54,85256,49,13,Marketing,Associate,0,Jan-2023 (Baseline)
23,118413,37,3,HR,PhD,0,Jan-2023 (Baseline)
31,61935,56,17,Engineering,Master,0,Jan-2023 (Baseline)
31,115769,53,4,Sales,PhD,0,Jan-2023 (Baseline)
