age,salary,hours_per_week,years_at_company,department,education,attrition
56,87999,46,14,Marketing,Associate,0
52,109052,45,5,Engineering,Associate,0
41,88129,44,6,HR,PhD,0
40,64114,50,5,Marketing,Associate,0
30,67170,48,13,Engineering,Associate,0
44,76531,38,5,HR,Master,1
27,37989,49,12,HR,PhD,1
57,96754,50,11,Marketing,PhD,0
54,88749,37,15,Sales,Associate,0
26,95802,43,19,Sales,Master,0
51,78054,53,0,Engineering,Associate,1
26,100466,49,19,HR,Associate,0
49,115477,38,2,Marketing,Associate,0
25,81294,35,10,Engineering,Bachelor,0
40,69994,48,6,Sales,PhD,0
46,39415,45,12,Marketing,Associate,0
49,100080,57,14,Engineering,Associate,0
37,111357,47,17,Sales,Associate,0
57,92954,56,8,HR,PhD,1
51,107901,39,18,Sales,PhD,0
29,107507,45,6,Sales,Bachelor,1
47,101828,38,4,Sales,Associate,0
49,75259,48,7,Engineering,Master,0
34,38987,39,10,HR,PhD,0
50,30292,46,13,HR,Associate,0
56,48395,42,16,HR,Master,0
53,68792,39,4,Engineering,Bachelor,0
50,96924,37,6,Marketing,Bachelor,0
46,71022,46,18,Engineering,Associate,0
32,32082,56,8,Marketing,PhD,1
52,48931,39,4,Sales,Bachelor,0
35,118130,44,19,Marketing,PhD,0
42,118922,40,8,Engineering,Master,0
33,63943,53,19,Engineering,Associate,0
33,102448,44,18,Sales,Master,0
27,94738,57,18,Engineering,Bachelor,0
58,113814,40,11,Engineering,Bachelor,0
27,109881,36,15,HR,PhD,1
25,86586,48,19,Marketing,Master,1
57,65516,49,5,Engineering,Associate,0
43,86399,57,0,Marketing,Master,1
38,58721,55,6,Marketing,Master,0
50,61328,55,12,Marketing,Master,1
36,84786,49,10,HR,Master,0
26,81425,43,1,HR,Associate,1
49,82289,44,11,HR,Bachelor,0
28,64620,38,3,HR,Associate,0
43,66822,44,10,Marketing,Master,0
58,30917,43,11,Engineering,Bachelor,0
57,84159,35,12,Sales,Bachelor,0
35,81820,39,8,Engineering,Bachelor,0
51,114184,47,8,Marketing,Associate,0
45,75385,43,13,Sales,PhD,0
40,72087,57,14,HR,Master,0
27,36091,46,16,Marketing,PhD,1
36,47706,57,6,Marketing,PhD,1
46,60423,50,8,Engineering,Associate,0
59,63948,35,6,Marketing,Associate,0
22,62641,39,10,Marketing,PhD,0
49,65469,51,2,Engineering,Associate,0
54,99202,47,8,Marketing,Associate,0
58,41799,41,3,Sales,Master,0
38,59903,47,10,HR,PhD,0
26,44658,55,17,HR,Bachelor,0
32,57701,43,19,Sales,Associate,0
54,91610,36,8,Engineering,Associate,0
55,34208,42,1,Engineering,Bachelor,0
46,60552,56,4,Engineering,Associate,0
26,32131,52,2,HR,Associate,0
26,115940,54,15,Sales,Bachelor,0
40,95453,55,19,Engineering,PhD,0
44,51923,37,11,HR,Associate,0
23,47837,41,3,HR,Associate,1
48,38903,36,0,HR,Bachelor,1
42,72559,35,19,Marketing,Master,0
22,97815,54,6,Sales,PhD,0
25,82578,56,2,Marketing,Bachelor,0
39,109293,38,3,Engineering,Master,0
49,60943,51,5,HR,Bachelor,0
53,55030,47,13,Marketing,Bachelor,0
38,73024,36,17,Marketing,PhD,0
33,48187,56,5,HR,PhD,1
58,117808,55,13,HR,PhD,0
39,46718,48,1,Sales,Associate,0
33,73098,51,0,HR,Master,0
38,76981,44,1,Marketing,Master,0
22,35134,53,18,Marketing,Bachelor,0
33,72157,45,11,Sales,Bachelor,0
41,70923,57,16,Engineering,Master,0
56,53349,36,0,HR,Bachelor,0
50,41517,38,0,Engineering,Bachelor,0
51,34065,57,16,Engineering,Bachelor,1
42,30772,41,2,Sales,PhD,0
26,73334,42,3,HR,PhD,1
36,38085,53,10,Engineering,Associate,1
59,116339,39,12,Engineering,Associate,0
23,52027,46,4,Engineering,PhD,0
55,88726,41,8,Marketing,Bachelor,0
48,90613,39,13,HR,PhD,0
32,74595,57,8,Engineering,Bachelor,0
51,109525,39,7,Engineering,Master,0
53,39962,37,1,HR,Master,1
23,51062,50,9,Sales,Master,0
26,52719,54,16,HR,Master,1
47,42187,37,12,Sales,PhD,0
59,56529,51,17,Marketing,Associate,0
22,58141,47,2,Sales,Associate,0
47,98832,54,0,HR,PhD,1
27,57146,37,10,Engineering,PhD,0
46,108903,57,3,Marketing,Bachelor,0
45,99540,49,11,Marketing,PhD,0
25,111147,54,18,HR,PhD,0
47,39470,43,6,Sales,Master,1
56,118611,56,10,Engineering,Master,0
54,85256,49,13,Marketing,Associate,0
23,118413,37,3,HR,PhD,0
31,61935,56,17,Engineering,Master,0
31,115769,53,4,Sales,PhD,0
39,82974,41,16,Sales,Master,0
27,36463,47,13,Marketing,Master,0
54,66911,43,2,HR,Master,0
51,42401,47,14,HR,Master,1
52,114715,57,3,HR,PhD,0
29,57401,55,11,Sales,Bachelor,1
22,50012,39,19,Sales,Associate,0
56,79760,57,19,Engineering,Master,0
32,68264,45,17,Marketing,PhD,0
46,38728,51,9,Sales,PhD,1
56,103484,52,11,Sales,PhD,0
23,106121,46,6,Engineering,PhD,0
22,96866,45,18,Engineering,Associate,0
22,85508,45,9,HR,PhD,0
27,66230,54,15,Engineering,PhD,0
23,78812,43,7,Engineering,PhD,0
53,76889,41,14,Marketing,Bachelor,0
45,44878,43,4,Sales,Master,1
59,37363,39,14,Sales,Master,0
52,52792,44,0,Sales,Master,0
58,70890,37,2,Marketing,Master,0
31,44428,37,7,Sales,Master,0
32,39600,51,9,Marketing,PhD,1
54,106673,36,14,Marketing,Bachelor,0
31,63749,48,7,HR,Associate,0
24,82580,52,0,Sales,Master,0
47,77162,51,6,HR,PhD,0
52,96161,45,8,Sales,Bachelor,0
58,96583,39,10,Sales,Master,0
57,56642,56,12,HR,Bachelor,1
26,106311,54,4,Sales,PhD,0
51,63412,49,12,Engineering,Master,0
54,105168,36,12,Sales,Associate,0
48,66436,35,15,Engineering,Master,0
53,39989,42,10,Sales,PhD,1
53,98401,38,16,HR,Master,0
38,32714,54,4,Marketing,PhD,0
23,99511,39,14,Engineering,Master,0
39,33884,41,0,HR,Master,1
29,48613,57,2,Sales,Bachelor,0
26,84302,53,17,Engineering,Bachelor,0
26,114738,40,9,Engineering,Bachelor,0
48,66762,43,12,Engineering,Associate,0
41,40858,46,12,Engineering,Master,0
42,50961,50,13,Sales,Bachelor,0
50,110650,56,4,Sales,Associate,0
42,95406,55,3,HR,Bachelor,0
45,39035,57,0,Engineering,Master,1
25,64640,35,17,Engineering,PhD,0
54,53808,40,4,Engineering,Associate,1
39,46004,47,11,HR,PhD,0
27,106183,36,9,Sales,Master,0
52,85594,43,3,HR,Associate,0
49,46154,38,8,Engineering,Bachelor,0
24,88562,56,1,Engineering,Associate,1
29,67221,36,3,Marketing,Associate,0
22,35532,38,2,Engineering,Associate,1
32,70487,39,16,Engineering,Master,0
25,46670,38,11,Engineering,Bachelor,0
48,52073,48,18,Marketing,PhD,0
41,109109,43,8,HR,PhD,0
59,93922,55,4,HR,PhD,1
50,42068,40,12,Marketing,Associate,0
45,106620,47,18,Engineering,PhD,0
41,81687,50,10,Marketing,Master,0
24,108711,49,0,Engineering,Master,0
24,97236,53,6,HR,Bachelor,1
45,60538,39,18,Sales,Bachelor,0
22,78138,46,10,Sales,Bachelor,0
23,77776,53,19,Marketing,Associate,1
30,94794,54,10,Engineering,PhD,0
55,52356,49,0,Marketing,PhD,0
39,59977,49,17,Sales,Master,0
48,52031,54,15,HR,PhD,0
37,56652,49,14,Marketing,Associate,0
28,44512,56,19,Engineering,Associate,1
36,33289,37,3,Marketing,PhD,0
25,114601,43,18,HR,Associate,0
51,36688,37,4,HR,PhD,1
28,109918,37,19,Engineering,Master,0
36,30277,45,3,HR,Associate,1
59,99962,40,11,HR,Master,0
44,59556,44,15,Sales,Master,0
39,76589,45,1,Engineering,Master,0
42,55399,49,1,Engineering,PhD,0
51,74154,56,16,Marketing,PhD,0
31,70640,54,1,Engineering,PhD,1
46,77677,43,12,HR,Master,0
55,65395,42,18,Marketing,Bachelor,0
43,78291,52,12,Engineering,Associate,0
38,104291,37,9,Engineering,Master,0
27,69110,47,8,HR,Associate,0
31,62523,44,12,Engineering,Bachelor,0
57,41857,39,11,HR,PhD,0
42,62374,49,10,HR,PhD,0
33,41309,42,3,HR,Associate,0
37,46425,39,13,Sales,Bachelor,0
43,115702,50,14,HR,Associate,0
42,38047,39,14,HR,PhD,0
48,73382,50,1,Engineering,PhD,0
31,105087,38,14,HR,PhD,0
46,115788,44,14,Marketing,Bachelor,0
38,43204,53,3,HR,Master,1
57,44721,40,16,Sales,Master,1
28,63533,52,10,Sales,Master,0
27,79897,51,9,Engineering,PhD,0
39,116382,55,14,Engineering,Master,0
41,48694,38,10,Engineering,Bachelor,1
48,44795,51,10,Marketing,Bachelor,1
37,52786,56,6,Engineering,Bachelor,0
56,108688,52,18,Marketing,Bachelor,0
40,32704,39,19,Engineering,PhD,0
26,64212,53,2,Sales,Bachelor,1
26,40705,37,14,Sales,Associate,1
58,44136,48,0,Sales,Bachelor,1
27,112516,46,7,Marketing,Bachelor,0
58,30149,47,19,Marketing,Associate,0
32,58937,46,3,Marketing,Master,0
25,112388,35,7,Engineering,Master,0
33,84731,46,4,Marketing,Associate,0
45,36457,56,14,Engineering,Associate,1
38,71851,45,9,Marketing,PhD,0
51,117385,41,11,HR,Bachelor,0
45,66040,57,18,Sales,PhD,0
37,77576,37,10,Engineering,Associate,0
46,77869,46,14,Engineering,Associate,0
58,89440,46,1,Engineering,Bachelor,0
37,46851,45,4,Marketing,Master,1
27,105571,56,18,Marketing,Master,0
37,118974,44,17,Marketing,Bachelor,0
53,42829,57,13,Engineering,PhD,0
30,103647,36,7,HR,Master,1
58,103521,51,3,Sales,Master,0
44,96745,48,17,HR,Bachelor,0
44,63378,40,15,Sales,Master,0
34,72188,40,4,Sales,Bachelor,0
56,105529,51,11,HR,Master,0
23,43758,49,12,Engineering,Bachelor,1
33,104587,49,9,Sales,Associate,0
37,112859,36,18,HR,Bachelor,0
40,91368,48,2,Engineering,PhD,0
40,60724,57,5,Marketing,Bachelor,0
27,80323,35,1,HR,Bachelor,0
30,34509,45,13,Marketing,Bachelor,0
25,113862,46,12,HR,Bachelor,0
43,60816,55,19,HR,Bachelor,0
35,35138,41,10,HR,Master,1
43,101501,45,3,Marketing,PhD,0
44,89180,51,9,HR,Bachelor,0
48,86043,36,1,Sales,Master,0
42,34868,53,13,Engineering,PhD,0
46,97575,53,13,HR,Bachelor,0
44,87358,51,17,Engineering,Master,0
46,101427,49,6,Engineering,Bachelor,0
45,104459,52,6,Engineering,Bachelor,0
34,49075,52,1,HR,Master,1
31,48957,55,8,Engineering,Associate,0
51,113140,44,9,HR,Associate,0
35,77792,45,15,Marketing,Associate,0
42,69419,49,15,Marketing,Master,1
29,55848,39,2,Sales,Bachelor,0
38,87511,54,5,HR,Master,0
42,97856,52,10,HR,Bachelor,0
45,30207,49,6,Sales,Bachelor,1
42,79737,41,0,HR,Bachelor,1
35,119403,42,16,Engineering,Master,0
58,55257,45,14,Marketing,Master,0
41,55280,50,10,Engineering,Bachelor,0
